"","Road","roadID","Chainage.start","Chainage.end","width","nrLanes"
"3129","R547",1532,27.41,32.76,5.5,2
"3130","R547",1532,32.76,34.29,12,3
"3131","R547",1532,34.29,34.53,6,2
"3132","R547",1532,34.53,34.97,7.1,2
"3133","R547",1532,34.97,48.835,5.5,2
"3134","R547",1532,48.835,51.92,3.7,1
"3135","R547",1532,51.92,52.78,5.5,2
"3136","R547",1532,52.78,54.27,6.9,2
"3137","R547",1532,54.27,56.875,5.7,2
"3138","R547",1532,56.875,59.37,3.7,1
"3139","R547",1532,59.37,66.75,5.5,2
"3140","R547",1532,66.75,67.685,7.5,2
"3141","R547",1532,67.685,68.915,5.5,2
"3142","R547",1532,68.915,69.175,7.5,2
"3143","R547",1532,69.175,88.485,3.7,1
"3144","R547",1532,88.485,88.675,5.5,2
"3145","R547",1532,88.675,89.22,10,3
"3146","R547",1532,89.22,93.53,3.7,1
"3147","R547",1532,93.53,95.77,5.5,2
"3148","R547",1532,95.77,97.74,5.5,2
"3149","R547",1532,97.74,100.925,5.5,2
"3150","R547",1532,100.925,100.985,5.5,2
"3151","R548",1363,0,0.04,13,4
"3152","R548",1363,0.04,0.14,4.6,1.5
"3153","R548",1363,0.14,1,3.7,1
"3154","R548",1363,1,1.7,5.5,2
"3155","R548",1363,1.7,2.3,3.7,1
"3156","R548",1363,2.3,2.48,5.5,2
"3157","R548",1363,2.48,5.2,3.7,1
"3158","R548",1363,5.2,8.3,5.5,2
"3159","R548",1363,8.3,16,3.7,1
"3160","R548",1363,16,16.2,4.46,1.5
"3161","R548",1363,16.2,27.7,3.7,1
"3162","R548",1363,27.7,28.21,5.5,2
"3163","R548",1363,28.21,36.9,3.2,1
"3164","R548",1363,36.9,37.2,3.66,1
"3165","R548",1363,37.2,37.4,4.8,1.5
"3166","R548",1363,37.4,37.9,5.5,2
"3167","R548",1363,37.9,40.17,5.5,2
"3168","R548",1363,40.17,40.3,7.3,2
"3169","R548",1363,40.3,41,4.2,1.5
"3170","R548",1363,41,49.316,5.5,2
"3171","R548",1363,49.316,53.321,5.5,2
"3172","R549",1384,0,0.022,9.8,3
"3173","R549",1384,0.022,0.92,5.5,2
"3174","R549",1384,0.92,12.055,5.3,1.5
"3175","R549",1384,12.055,15.365,5.2,1.5
"3176","R549",1384,15.365,20.225,5.5,2
"3177","R549",1384,20.225,20.29,5.5,2
"3178","R550",1346,0,0.2,11.2,4
"3179","R550",1346,0.2,0.34,6,2
"3180","R550",1346,0.34,20.4,5.6,2
"3181","R550",1346,20.4,20.97,7.6,2
"3182","R550",1346,20.97,25,7.6,2
"3183","R550",1346,25,28.596,5.6,2
"3184","R550",1346,28.596,31,5.5,2
"3185","R550",1346,31,34.17,5.7,2
"3186","R550",1346,34.17,35.7,7.3,2
"3187","R550",1346,35.7,36.12,7.3,2
"3188","R550",1346,36.12,36.33,10.3,3
"3189","R550",1346,36.33,36.56,7.3,2
"3190","R550",1346,36.56,36.84,7.3,2
"3191","R555",1362,0,0.02,6,2
"3192","R555",1362,0.02,0.5,6,2
"3193","R555",1362,0.5,1.58,6,2
"3194","R555",1362,1.58,1.78,6,2
"3195","R555",1362,1.78,2.48,6,2
"3196","R555",1362,2.48,2.58,6,2
"3197","R555",1362,2.58,3.78,5.6,2
"3198","R555",1362,3.78,3.93,5.6,2
"3199","R555",1362,3.93,7.072,5.6,2
"3200","R555",1362,7.072,7.522,5.6,2
"3201","R555",1362,7.522,13.59,5.6,2
"3202","R555",1362,13.59,13.81,5.6,2
"3203","R555",1362,13.81,17.574,5.6,2
"3204","R555",1362,17.574,18.974,7.7,2
"3205","R555",1362,18.974,19.974,6,2
"3206","R555",1362,19.974,20.524,7.5,2
"3207","R555",1362,20.524,21.015,5.4,1.5
"3208","R556",1506,0,0.03,9.3,3
"3209","R556",1506,0.03,0.466,9.3,3
"3210","R556",1506,0.466,8.316,9.4,3
"3211","R556",1506,8.316,11.226,9,3
"3212","R556",1506,11.226,11.376,6.4,2
"3213","R556",1506,11.376,24.281,9.3,3
"3214","R556",1506,24.281,32.84,8.8,2
"3215","R556",1506,32.84,35.101,8.6,2
"3216","R556",1506,35.101,35.131,8.6,2
"3217","R557",1544,0,0.02,5.5,2
"3218","R557",1544,0.02,11.13,5.5,2
"3219","R557",1544,11.13,12.91,5.5,2
"3220","R557",1544,12.91,12.943,9,3
"3221","R558",1543,0,0.1,8.7,2
"3222","R558",1543,0.1,4.55,8.2,2
"3223","R558",1543,4.55,5.08,5.6,2
"3224","R560",1268,0,0.06,6.6,2
"3225","R560",1268,0.06,0.45,6.6,2
"3226","R560",1268,0.45,7.98,5.6,2
"3227","R560",1268,7.98,14.13,5.6,2
"3228","R560",1268,14.13,20.81,5.6,2
"3229","R560",1268,20.81,21.332,7.3,2
"3230","R560",1268,21.332,25.67,5.6,2
"3231","R560",1268,25.67,26.07,6.6,2
"3232","R560",1268,26.07,28.348,5.6,2
"3233","R560",1268,28.348,30.042,7.6,2
"3234","R560",1268,30.042,41.685,5.6,2
"3235","R560",1268,41.685,42.06,7.4,2
"3236","R560",1268,42.06,46.754,5.6,2
"3237","R560",1268,46.754,49.29,7,2
"3238","R560",1268,49.29,51.09,5.6,2
"3239","R560",1268,51.09,51.49,7,2
"3240","R560",1268,51.49,57.06,5.5,2
"3241","R560",1268,57.06,57.13,35,4
"3242","R570",1482,0,0.025,13,4
"3243","R570",1482,0.025,9.685,5.5,2
"3244","R570",1482,9.685,9.885,6.6,2
"3245","R570",1482,9.885,11.505,5.6,2
"3246","R570",1482,11.505,13.555,5.5,2
"3247","R570",1482,13.555,15.33,8,2
"3248","R585",896,0,0.01,5.8,2
"3249","R585",896,0.01,0.96,5.8,2
"3250","R585",896,0.96,5.122,5.7,2
"3251","R585",896,5.122,6.945,5.4,1.5
"3252","R585",896,6.945,9.99,5.4,1.5
"3253","R585",896,9.99,10.402,5.8,2
"3254","R585",896,10.402,16.006,7.8,2
"3255","R585",896,16.006,17.45,5.4,1.5
"3256","R585",896,17.45,21.06,5.4,1.5
"3257","R585",896,21.06,21.16,5.4,1.5
"3258","R585",896,21.16,25.315,5.4,1.5
"3259","R585",896,25.315,25.94,5.4,1.5
"3260","R585",896,25.94,29.42,5.4,1.5
"3261","R585",896,29.42,29.67,5.4,1.5
"3262","R585",896,29.67,44.03,5.4,1.5
"3263","R585",896,44.03,44.18,5.4,1.5
"3264","R585",896,44.18,47.14,5.4,1.5
"3265","R585",896,47.14,47.3,5.4,1.5
"3266","R585",896,47.3,52,5.4,1.5
"3267","R585",896,52,53.7,5.4,1.5
"3268","R585",896,53.7,61.32,5.4,1.5
"3269","R585",896,61.32,61.62,5.4,1.5
"3270","R585",896,61.62,62.53,5.4,1.5
"3271","R585",896,62.53,62.68,5.4,1.5
"3272","R585",896,62.68,67.27,5.8,2
"3273","R585",896,67.27,67.77,7.4,2
"3274","R585",896,67.77,68.25,6.4,2
"3275","R585",896,68.25,83.06,5.5,2
"3276","R585",896,83.06,96.29,5.6,2
"3277","R585",896,96.29,96.44,6.4,2
"3278","R585",896,96.44,96.92,5.5,2
"3279","R585",896,96.92,97.26,7.8,2
"3280","R585",896,97.26,105.26,5.5,2
"3281","R585",896,105.26,105.63,9.5,3
"3282","R585",896,105.63,106.68,5.5,2
"3283","R585",896,106.68,106.73,12,4
"3284","R586",1542,0,0.03,15,4
"3285","R586",1542,0.03,2.7,6.8,2
"3286","R586",1542,2.7,2.82,10,3
"3287","R586",1542,2.82,3.266,6.8,2
"3288","R587",1155,0,0.025,24.2,6
"3289","R587",1155,0.025,0.6,17.6,5
"3290","R587",1155,0.6,1.7,15.2,4
"3291","R587",1155,1.7,1.78,7,2
"3292","R587",1155,1.78,2.5,6.54,2
"3293","R587",1155,2.5,4.5,7,2
"3294","R587",1155,4.5,4.85,7,2
"3295","R587",1155,4.85,5.725,7,2
"3296","R587",1155,5.725,6.14,6.5,2
"3297","R601",1370,0,0.025,12,3
"3298","R601",1370,0.025,0.75,6.5,2
"3299","R601",1370,0.75,1.735,5.5,2
"3300","R601",1370,1.735,1.985,6.6,2
"3301","R601",1370,1.985,4.997,5.5,2
"3302","R601",1370,4.997,8.973,5.5,2
"3303","R601",1370,8.973,18.425,5.5,2
"3304","R601",1370,18.425,18.875,6.6,2
"3305","R601",1370,18.875,19.125,8.6,2
"3306","R601",1370,19.125,19.375,5.5,2
"3307","R601",1370,19.375,19.575,5.5,2
"3308","R601",1370,19.575,22.343,5.5,2
"3309","R601",1370,22.343,24.408,5.5,2
"3310","R601",1370,24.408,33.144,5.5,2
"3311","R601",1370,33.144,36.953,5.5,2
"3312","R601",1370,36.953,52.435,5.5,2
"3313","R602",1497,0,0.05,15,4
"3314","R602",1497,0.05,0.15,7.3,2
"3315","R602",1497,0.15,1.2,5.5,2
"3316","R602",1497,1.2,1.415,5.5,2
"3317","R603",1518,0,0.05,16,4
"3318","R603",1518,0.05,0.3,8.5,2
"3319","R603",1518,0.3,0.675,8.5,2
"3320","R603",1518,0.675,1.1,8.5,2
"3321","R603",1518,1.1,1.2,8.3,2
"3322","R603",1518,1.2,1.5,5.5,2
"3323","R603",1518,1.5,2.61,7.5,2
"3324","R603",1518,2.61,2.86,7.5,2
"3325","R603",1518,2.86,3.36,7.3,2
"3326","R603",1518,3.36,21.353,7.3,2
"3327","R603",1518,21.353,21.903,7.3,2
"3328","R603",1518,21.903,21.973,10.4,3
"3329","R603",1518,21.973,22.268,7.3,2
"3330","R603",1518,22.268,22.668,7.3,2
"3331","R603",1518,22.668,22.768,12,3
"3332","R603",1518,22.768,25.795,7.3,2
"3333","R604",1499,0,0.05,8.2,2
"3334","R604",1499,0.05,20.196,5.5,2
"3335","R604",1499,20.196,20.426,6.2,2
"3336","R604",1499,20.426,28.566,5.5,2
"3337","R604",1499,28.566,28.996,7,2
"3338","R604",1499,28.996,32.781,7,2
"3339","R604",1499,32.781,40.58,5.5,2
"3340","R605",1714,0,0.008,21,4
"3341","R605",1714,0.008,6.54,5.5,2
"3342","R605",1714,6.54,28.2,5.5,2
"3343","R605",1714,28.2,30.2,5.5,2
"3344","R605",1714,30.2,38.71,5.5,2
"3345","R605",1714,38.71,42.65,5.5,2
"3346","R681",1369,0,0.05,5.5,2
"3347","R681",1369,0.05,12.1,5.5,2
"3348","R681",1369,12.1,13.23,7.35,2
"3349","R682",1773,0,0.06,6.1,2
"3350","R682",1773,0.06,0.31,8,2
"3351","R682",1773,0.31,1.33,6.1,2
"3352","R685",1588,0,0.03,27.6,8
"3353","R685",1588,0.03,0.15,16.5,4
"3354","R685",1588,0.15,1,12,3
"3355","R685",1588,1,1.5,9,3
"3356","R685",1588,1.5,2.8,7.5,2
"3357","R685",1588,2.8,3.03,15.5,4
"3358","R685",1588,3.03,8.8,7.5,2
"3359","R685",1588,8.8,10,7.8,2
"3360","R685",1588,10,26.35,5.5,2
"3361","R685",1588,26.35,26.96,8.2,2
"3362","R685",1588,26.96,32.55,5.5,2
"3363","R685",1588,32.55,32.8,7.5,2
"3364","R685",1588,32.8,34.3,6.9,2
"3365","R685",1588,34.3,41.5,5.5,2
"3366","R685",1588,41.5,42,7.5,2
"3367","R685",1588,42,45.105,5.5,2
"3368","R685",1588,45.105,45.365,7.5,2
"3369","R685",1588,45.365,48.45,5.5,2
"3370","R685",1588,48.45,48.56,15.5,4
"3371","R685",1588,48.56,48.95,7.5,2
"3372","R685",1588,48.95,54.25,5.5,2
"3373","R685",1588,54.25,55.5,7.5,2
"3374","R685",1588,55.5,64.37,5.5,2
"3375","R685",1588,64.37,66.38,7.35,2
"3376","R685",1588,66.38,66.42,7.5,2
"3377","R710",1396,0,0.028,14.4,4.5
"3378","R710",1396,0.028,0.13,11.2,3
"3379","R710",1396,0.13,4.07,6.4,2
"3380","R710",1396,4.07,5.5,5.7,2
"3381","R710",1396,5.5,10,7.7,2
"3382","R710",1396,10,10.04,11.7,4
"3383","R710",1396,10.04,20.75,8.4,2
"3384","R710",1396,20.75,38,5.7,2
"3385","R710",1396,38,50.397,5.6,2
"3386","R710",1396,50.397,50.494,7.6,2
"3387","R710",1396,50.494,66.511,5.8,2
"3388","R710",1396,66.511,66.548,5.9,2.5
"3389","R710",1396,66.548,70.655,5.6,2
"3390","R710",1396,70.655,73.09,5.9,2
"3391","R710",1396,73.09,73.11,15.8,4
"3392","R711",1435,0,0.02,12.8,4
"3393","R711",1435,0.02,5.06,4.27,1.5
"3394","R711",1435,5.06,6.48,4.27,1.5
"3395","R712",1443,0,0.01,4,1.5
"3396","R712",1443,0.01,0.904,3.7,1
"3397","R712",1443,0.904,2.22,3.7,1
"3398","R713",1437,0,0.012,12,3
"3399","R713",1437,0.012,0.581,5.5,2
"3400","R713",1437,0.581,0.99,5.5,2
"3401","R713",1437,0.99,5.084,5.5,2
"3402","R713",1437,5.084,5.435,5,1.5
"3403","R720",903,0,0.1,5.5,2
"3404","R720",903,0.1,0.95,5.5,2
"3405","R720",903,0.95,2,7.32,2
"3406","R720",903,2,8.035,5.5,2
"3407","R720",903,8.035,11.65,5.2,1.5
"3408","R720",903,11.65,11.75,7.2,2
"3409","R720",903,11.75,28,5.5,2
"3410","R720",903,28,28.1,7.32,2
"3411","R720",903,28.1,46.925,5.5,2
"3412","R720",903,46.925,47.01,5.5,2
"3413","R743",1702,0,0.02,5.5,2
"3414","R743",1702,0.02,2.05,5.5,2
"3415","R743",1702,2.05,4.86,3.55,1
"3416","R745",1509,0,0.028,21,4
"3417","R745",1509,0.028,0.1,9,3
"3418","R745",1509,0.1,5.23,5.7,2
"3419","R745",1509,5.23,7.45,5.7,2
"3420","R745",1509,7.45,7.73,5.7,2
"3421","R745",1509,7.73,9.3,5.6,2
"3422","R745",1509,9.3,10,5.7,2
"3423","R745",1509,10,10.09,5.7,2
"3424","R745",1509,10.09,13.7,5.6,2
"3425","R745",1509,13.7,14.08,5.5,2
"3426","R745",1509,14.08,15.5,5.5,2
"3427","R745",1509,15.5,24,5.7,2
"3428","R745",1509,24,29.5,5.6,2
"3429","R745",1509,29.5,31.62,5.6,2
"3430","R745",1509,31.62,33.486,5.6,2
"3431","R745",1509,33.486,33.594,5.6,2
"3432","R745",1509,33.594,40.03,5.6,2
"3433","R745",1509,40.03,52.355,5.6,2
"3434","R745",1509,52.355,53.74,5.7,2
"3435","R745",1509,53.74,72,5.6,2
"3436","R745",1509,72,73.943,7,2
"3437","R745",1509,73.943,79.535,8.6,2
"3438","R745",1509,79.535,80.428,11.9,4
"3439","R745",1509,80.428,80.698,5.6,2
"3440","R745",1509,80.698,81.328,10.3,3
"3441","R745",1509,81.328,81.638,5.7,2
"3442","R745",1509,81.638,85.418,5.7,2
"3443","R745",1509,85.418,87.308,5.7,2
"3444","R745",1509,87.308,89.438,5.5,2
"3445","R745",1509,89.438,90.018,7,2
"3446","R745",1509,90.018,90.248,5.5,2
"3447","R745",1509,90.248,93.708,7.5,2
"3448","R745",1509,93.708,95.798,5.5,2
"3449","R745",1509,95.798,115.808,5.6,2
"3450","R745",1509,115.808,116.018,7.5,2
"3451","R745",1509,116.018,116.818,7.5,3
"3452","R746",1614,0,0.84,13,4
"3453","R746",1614,0.84,1.115,6.9,2
"3454","R746",1614,1.115,1.34,8.9,2
"3455","R746",1614,1.34,1.71,11.25,3
"3456","R746",1614,1.71,2.02,14.4,4
"3457","R746",1614,2.02,2.08,14.4,4
"3458","R746",1614,2.08,2.12,6.1,2
"3459","R746",1614,2.12,6.72,5.5,2
"3460","R746",1614,6.72,8.07,5.5,2
"3461","R746",1614,8.07,10.911,9.1,3
"3462","R746",1614,10.911,13.84,7.3,2
"3463","R746",1614,13.84,15.636,9.1,3
"3464","R747",885,0,0.05,1.6,1
"3465","R747",885,0.05,0.16,8.5,2
"3466","R747",885,0.16,0.43,5.9,2
"3467","R747",885,0.43,4.09,5.7,2
"3468","R747",885,4.09,4.28,7.3,2
"3469","R747",885,4.28,5.05,5.3,1.5
"3470","R747",885,5.05,17.65,5.5,2
"3471","R747",885,17.65,23.228,5.5,2
"3472","R747",885,23.228,25.778,5.5,2
"3473","R747",885,25.778,34.746,5.7,2
"3474","R747",885,34.746,43.428,6.1,2
"3475","R747",885,43.428,43.468,12.1,4
"3476","R748",1507,0,0.03,25,4
"3477","R748",1507,0.03,0.05,10.7,3
"3478","R748",1507,0.05,0.628,7,2
"3479","R748",1507,0.628,2.24,6.2,2
"3480","R748",1507,2.24,2.77,9.7,3
"3481","R748",1507,2.77,4.42,7.5,2
"3482","R748",1507,4.42,9.04,5.5,2
"3483","R748",1507,9.04,11.735,5.3,1.5
"3484","R748",1507,11.735,12.835,5.3,1.5
"3485","R748",1507,12.835,13.565,5.3,1.5
"3486","R748",1507,13.565,13.875,9.5,3
"3487","R748",1507,13.875,18.335,5.3,1.5
"3488","R748",1507,18.335,18.625,5.3,1.5
"3489","R748",1507,18.625,19.385,5.3,1.5
"3490","R748",1507,19.385,30.625,6.2,2
"3491","R748",1507,30.625,31.065,5.3,1.5
"3492","R748",1507,31.065,31.875,5.3,1.5
"3493","R748",1507,31.875,32.155,5.3,1.5
"3494","R748",1507,32.155,36.435,6,2
"3495","R748",1507,36.435,36.63,8,2
"3496","R748",1507,36.63,37.055,5.9,2
"3497","R748",1507,37.055,46.615,5.7,2
"3498","R748",1507,46.615,47.375,6.2,2
"3499","R748",1507,47.375,49.055,5.5,2
"3500","R748",1507,49.055,49.765,6.1,2
"3501","R748",1507,49.765,51.995,5.5,2
"3502","R748",1507,51.995,53.285,7.3,2
"3503","R748",1507,53.285,63.03,5.8,2
"3504","R748",1507,63.03,65.78,5.2,1.5
"3505","R748",1507,65.78,65.872,7.9,2
"3506","R748",1507,65.872,65.882,7.9,2
"3507","R749",1157,0,0.015,15,4
"3508","R749",1157,0.015,3.68,5.5,2
"3509","R749",1157,3.68,6.23,5.5,2
"3510","R749",1157,6.23,6.89,5.5,2
"3511","R749",1157,6.89,9.325,5.5,2
"3512","R749",1157,9.325,10.715,5.5,2
"3513","R749",1157,10.715,14.945,5.5,2
"3514","R749",1157,14.945,18.396,3.7,1
"3515","R749",1157,18.396,22.155,3.65,1
"3516","R749",1157,22.155,25.645,3.65,1
"3517","R749",1157,25.645,28.445,5.5,2
"3518","R755",897,0,0.1,30.5,4
"3519","R755",897,0.1,0.54,7.32,2
"3520","R755",897,0.54,3.402,5.5,2
"3521","R755",897,3.402,3.902,7.32,2
"3522","R755",897,3.902,8.212,5.5,2
"3523","R755",897,8.212,8.272,6.7,2
"3524","R755",897,8.272,34.509,5.5,2
"3525","R755",897,34.509,34.629,7.32,2
"3526","R755",897,34.629,37.79,5.5,2
"3527","R755",897,37.88,38.235,8.5,2
"3528","R755",897,38.235,38.265,8.5,2
"3529","R760",1158,0,0.05,8.6,2
"3530","R760",1158,0.05,3.41,8.6,2
"3531","R760",1158,3.41,3.7,7.3,2
"3532","R760",1158,3.7,4.5,7.3,2
"3533","R760",1158,4.5,4.7,12,3
"3534","R760",1158,4.7,5.1,7.3,2
"3535","R760",1158,5.1,6,6.7,2
"3536","R760",1158,6,9.56,6.1,2
"3537","R760",1158,9.56,11.77,6.1,2
"3538","R760",1158,11.77,30,6.1,2
"3539","R760",1158,30,30.313,8.7,2
"3540","R760",1158,30.313,33.73,6.1,2
"3541","R760",1158,33.73,41.056,6.1,2
"3542","R760",1158,41.056,45.756,6.1,2
"3543","R760",1158,45.756,46.594,6.1,2
"3544","R760",1158,46.594,50.676,6.1,2
"3545","R760",1158,50.676,52.936,9.14,3
"3546","R760",1158,52.936,53.166,6.1,2
"3547","R760",1158,53.166,53.62,6.2,2
"3548","R760",1158,53.62,55.321,6.5,2
"3549","R760",1158,55.321,58.438,6.1,2
"3550","R760",1158,58.438,58.5,9.14,3
"3551","R765",1151,0,0.015,15,4
"3552","R765",1151,0.015,4.01,5.5,2
"3553","R765",1151,4.01,5.215,5.5,2
"3554","R765",1151,5.215,6.8,5.5,2
"3555","R765",1151,6.8,8.2,5.5,2
"3556","R765",1151,8.2,12.02,5.5,2
"3557","R765",1151,12.02,12.902,5.5,2
"3558","R765",1151,12.902,16.107,5.5,2
"3559","R765",1151,16.107,21.405,5.5,2
"3560","R765",1151,21.405,21.52,5.5,2
"3561","R765",1151,21.52,26.311,5.5,2
"3562","R765",1151,26.311,30.62,5.5,2
"3563","R765",1151,30.62,31.254,8.7,2
"3564","R765",1151,31.254,38.086,5.6,2
"3565","R765",1151,38.086,38.225,6.5,2
"3566","R765",1151,38.225,41.36,7.3,2
"3567","R765",1151,41.36,42.928,10.3,3
"3568","R765",1151,42.928,42.943,10.3,3
"3569","R770",1193,0,0.049,10.14,4
"3570","R770",1193,0.049,0.15,11.8,3
"3571","R770",1193,0.15,0.2,7.8,2
"3572","R770",1193,0.2,4.735,7.3,2
"3573","R770",1193,4.735,5.79,9.14,3
"3574","R770",1193,5.79,5.908,7.3,2
"3575","R770",1193,5.908,12.287,7.3,2
"3576","R770",1193,12.287,13.6,7.3,2
"3577","R770",1193,13.6,14.18,7.3,2
"3578","R770",1193,14.18,14.33,12,4
"3579","R770",1193,14.33,17.33,7.3,2
"3580","R770",1193,17.33,17.923,7.3,2
"3581","R770",1193,17.923,18.174,7.3,2
"3582","R770",1193,18.174,18.374,9.14,3
"3583","R770",1193,18.374,23.48,5.8,2
"3584","R770",1193,23.48,27.4,5.8,2
"3585","R770",1193,27.4,27.95,5.8,2
"3586","R770",1193,27.95,38.489,5.8,2
"3587","R770",1193,38.489,39.46,7.3,2
"3588","R770",1193,39.46,40.35,5.8,2
"3589","R770",1193,40.35,40.66,5.8,2
"3590","R770",1193,40.66,41.1,5.8,2
"3591","R770",1193,41.1,41.447,7.3,2
"3592","R770",1193,41.447,42.75,5.8,2
"3593","R770",1193,42.75,42.78,5.8,2
"3594","R771",904,0,0.03,4.2,1.5
"3595","R771",904,0.03,0.333,4.2,1.5
"3596","R771",904,0.333,5.27,3.7,1
"3597","R771",904,5.27,7.625,3.35,1
"3598","R771",904,7.625,9,3.7,1
"3599","R771",904,9,10.292,3.7,1
"3600","R771",904,10.292,14.585,5.5,2
"3601","R771",904,14.585,23.13,5.5,2
"3602","R771",904,23.13,28.66,3.7,1
