"","Road","Description","LRP.start","Offset.start","Chainage.start","LRP.end","Offset.end","Chainage.end","Length (km)","Heavy Truck","Medium Truck","Small Truck","Large Bus","Medium Bus","Micro Bus","Utility","Car","Auto Rickshaw","Motor Cycle","Bi-Cycle","Cycle Rickshaw","Cart","Motorized","Non Motorized","Total AADT","Segment","Side","PCE"
"1","N1","Jatrabari - Int.with Z1101 (Left) (Left)","LRPS","0","0","LRPS","822","0.822","0.822","402.0","5842.0","1147.0","2842.0","526.0","2010.0","238.0","1851.0","2980.0","398.0","232.0","889.0","0.0","18236.0","1121.0","19357.0",
