"","road.road","chainage.road","lrp","lat.road","lon.road","type.road","condition","road.bridge","chainage.bridge","lat.bridge","lon.bridge","type.bridge","destination"
"441","N1",192.622,"LRP196a",22.689583,91.6208327,"Culvert",NA,"N1",192.622,22.689583,91.6208327,"Culvert","LRP196b"
"442","N1",193.166,"LRP196b",22.685083,91.6228327,"Culvert",NA,"N1",193.166,22.685083,91.6228327,"Culvert","LRP197"
"443","N1",193.483,"LRP197",22.6825549,91.6241938,"KmPost",NA,"N1",193.483,22.6825549,91.6241938,"KmPost","LRP197a"
"444","N1",194.153,"LRP197a",22.6769438,91.6268327,"Culvert",NA,"N1",194.153,22.6769438,91.6268327,"Culvert","LRP197b"
"445","N1",194.384,"LRP197b",22.6751382,91.6274438,"Culvert",NA,"N1",194.384,22.6751382,91.6274438,"Culvert","LRP198"
"446","N1",194.483,"LRP198",22.6743049,91.6277493,"KmPost",NA,"N1",194.483,22.6743049,91.6277493,"KmPost","LRP198a"
"447","N1",194.603,"LRP198a",22.6733049,91.6280827,"SideRoad,Left",NA,"N1",194.603,22.6733049,91.6280827,"SideRoad,Left","LRP198b"
"448","N1",194.734,"LRP198b",22.6722493,91.6285271,"Culvert",NA,"N1",194.734,22.6722493,91.6285271,"Culvert","LRP198c"
"449","N1",195.24,"LRP198c",22.6678604,91.6301104,"Culvert",NA,"N1",195.24,22.6678604,91.6301104,"Culvert","LRP199"
"450","N1",195.61,"LRP199",22.6649167,91.6315549,"KmPost",NA,"N1",195.61,22.6649167,91.6315549,"KmPost","LRP199a"
"451","N1",195.748,"LRP199a",22.6638333,91.6321382,"Culvert",NA,"N1",195.748,22.6638333,91.6321382,"Culvert","LRP199b"
"452","N1",196.288,"LRP199b",22.6596667,91.6347219,"Culvert",NA,"N1",196.288,22.6596667,91.6347219,"Culvert","LRP200"
"453","N1",196.61,"LRP200",22.6571389,91.636333,"KmPost",NA,"N1",196.61,22.6571389,91.636333,"KmPost","LRP200a"
"454","N1",196.967,"LRP200a",22.6543889,91.6381386,"Culvert",NA,"N1",196.967,22.6543889,91.6381386,"Culvert","LRP200b"
"455","N1",197.176,"LRP200b",22.6527778,91.6391663,"Culvert",NA,"N1",197.176,22.6527778,91.6391663,"Culvert","LRP201"
"456","N1",197.587,"LRP201",22.6494997,91.640833,"KmPost",NA,"N1",197.587,22.6494997,91.640833,"KmPost","LRP201a"
"457","N1",197.654,"LRP201a",22.6489997,91.6411108,"Culvert",NA,"N1",197.654,22.6489997,91.6411108,"Culvert","LRP201b"
"458","N1",198.117,"LRP201b",22.6452774,91.6430552,"Culvert",NA,"N1",198.117,22.6452774,91.6430552,"Culvert","LRP202"
"459","N1",198.587,"LRP202",22.641583,91.6451108,"KmPost",NA,"N1",198.587,22.641583,91.6451108,"KmPost","LRP202a"
"460","N1",199.561,"LRP202a",22.6338608,91.6494719,"Culvert",NA,"N1",199.561,22.6338608,91.6494719,"Culvert","LRP203"
"461","N1",199.648,"LRP203",22.6330827,91.649833,"KmPost",NA,"N1",199.648,22.6330827,91.649833,"KmPost","LRP203a"
"462","N1",199.783,"LRP203a",22.6320271,91.6503889,"Culvert",NA,"N1",199.783,22.6320271,91.6503889,"Culvert","LRP203b"
"463","N1",200.565,"LRP203b",22.625916,91.6541389,"Culvert",NA,"N1",200.565,22.625916,91.6541389,"Culvert","LRP204"
"464","N1",200.648,"LRP204",22.6252216,91.6545278,"KmPost",NA,"N1",200.648,22.6252216,91.6545278,"KmPost","LRP204a"
"465","N1",200.867,"LRP204a",22.6234716,91.6553056,"Culvert",NA,"N1",200.867,22.6234716,91.6553056,"Culvert","LRP204b"
"466","N1",201.2,"LRP204b",22.6206938,91.6563611,"Culvert",NA,"N1",201.2,22.6206938,91.6563611,"Culvert","LRP204c"
"467","N1",201.363,"LRP204c",22.6194993,91.6568889,"Bridge",NA,"N1",201.363,22.6194993,91.6568889,"Bridge","LRP204d"
"468","N1",201.383,"LRP204d",22.6180271,91.6578333,"Bridge / Culvert",NA,"N1",201.383,22.6180271,91.6578333,"Bridge / Culvert","LRP204f"
"469","N1",201.636,"LRP204f",22.6175271,91.65825,"Culvert",NA,"N1",201.636,22.6175271,91.65825,"Culvert","LRP205"
"470","N1",201.727,"LRP205",22.6169716,91.65875,"KmPost",NA,"N1",201.727,22.6169716,91.65875,"KmPost","LRP205a"
"471","N1",201.743,"LRP205a",22.6168604,91.6588611,"Culvert",NA,"N1",201.743,22.6168604,91.6588611,"Culvert","LRP205b"
"472","N1",202.355,"LRP205b",22.6123889,91.6622222,"Culvert",NA,"N1",202.355,22.6123889,91.6622222,"Culvert","LRP206"
"473","N1",202.727,"LRP206",22.6094444,91.6638333,"KmPost",NA,"N1",202.727,22.6094444,91.6638333,"KmPost","LRP206a"
"474","N1",202.799,"LRP206a",22.6088889,91.6641111,"Culvert",NA,"N1",202.799,22.6088889,91.6641111,"Culvert","LRP207"
"475","N1",203.751,"LRP207",22.6015833,91.6688327,"KmPost",NA,"N1",203.751,22.6015833,91.6688327,"KmPost","LRP207a"
"476","N1",203.881,"LRP207a",22.601,91.6692771,"Culvert",NA,"N1",203.881,22.601,91.6692771,"Culvert","LRP207b"
"477","N1",203.996,"LRP207b",22.6000556,91.6699438,"Culvert",NA,"N1",203.996,22.6000556,91.6699438,"Culvert","LRP207c"
"478","N1",204.045,"LRP207c",22.5994441,91.6703049,"Culvert",NA,"N1",204.045,22.5994441,91.6703049,"Culvert","LRP207d"
"479","N1",204.726,"LRP207d",22.5942219,91.6737771,"Culvert",NA,"N1",204.726,22.5942219,91.6737771,"Culvert","LRP208"
"480","N1",204.751,"LRP208",22.5939997,91.6738327,"KmPost",NA,"N1",204.751,22.5939997,91.6738327,"KmPost","LRP208a"
"481","N1",205.159,"LRP208a",22.5907497,91.6754716,"Culvert",NA,"N1",205.159,22.5907497,91.6754716,"Culvert","LRP209"
"482","N1",205.916,"LRP209",22.584583,91.6780827,"KmPost",NA,"N1",205.916,22.584583,91.6780827,"KmPost","LRP209a"
"483","N1",206.033,"LRP209a",22.5836663,91.6784716,"Bridge",NA,"N1",206.033,22.5836663,91.6784716,"Bridge","LRP209b"
"484","N1",206.059,"LRP209b",22.5834997,91.6785827,"Bridge",NA,"N1",206.059,22.5834997,91.6785827,"Bridge","LRP209c"
"485","N1",206.402,"LRP209c",22.580666,91.6799438,"SideRoad,Left",NA,"N1",206.402,22.580666,91.6799438,"SideRoad,Left","LRP209d"
"486","N1",206.733,"LRP209d",22.5779438,91.6811382,"Culvert",NA,"N1",206.733,22.5779438,91.6811382,"Culvert","LRP210"
"487","N1",206.916,"LRP210",22.5763604,91.6818049,"KmPost",NA,"N1",206.916,22.5763604,91.6818049,"KmPost","LRP210a"
"488","N1",207.293,"LRP210a",22.5731938,91.6830827,"Bridge",NA,"N1",207.293,22.5731938,91.6830827,"Bridge","LRP210b"
"489","N1",207.311,"LRP210b",22.5730549,91.6831938,"Bridge",NA,"N1",207.311,22.5730549,91.6831938,"Bridge","LRP211"
"490","N1",207.916,"LRP211",22.5679716,91.6846941,"KmPost",NA,"N1",207.916,22.5679716,91.6846941,"KmPost","LRP211a"
"491","N1",208.094,"LRP211a",22.5664722,91.6851663,"Culvert",NA,"N1",208.094,22.5664722,91.6851663,"Culvert","LRP211b"
"492","N1",208.369,"LRP211b",22.5641389,91.6859163,"Bridge",NA,"N1",208.369,22.5641389,91.6859163,"Bridge","LRP211c"
"493","N1",208.383,"LRP211c",22.564,91.6859441,"Bridge",NA,"N1",208.383,22.564,91.6859441,"Bridge","LRP211d"
"494","N1",208.6,"LRP211d",22.5624722,91.6863608,"Culvert",NA,"N1",208.6,22.5624722,91.6863608,"Culvert","LRP212"
"495","N1",208.916,"LRP212",22.5594444,91.6872219,"KmPost",NA,"N1",208.916,22.5594444,91.6872219,"KmPost","LRP213"
"496","N1",209.855,"LRP213",22.5514167,91.6896941,"KmPost",NA,"N1",209.855,22.5514167,91.6896941,"KmPost","LRP213a"
"497","N1",209.999,"LRP213a",22.5503056,91.6902774,"Bridge",NA,"N1",209.999,22.5503056,91.6902774,"Bridge","LRP213b"
"498","N1",210.03,"LRP213b",22.5501667,91.6903886,"Bridge",NA,"N1",210.03,22.5501667,91.6903886,"Bridge","LRP214"
"499","N1",210.855,"LRP214",22.5438886,91.6945274,"KmPost",NA,"N1",210.855,22.5438886,91.6945274,"KmPost","LRP214a"
"500","N1",210.974,"LRP214a",22.5428608,91.6950274,"Culvert",NA,"N1",210.974,22.5428608,91.6950274,"Culvert","LRP215"
"501","N1",211.856,"LRP215",22.5354997,91.6979441,"KmPost",NA,"N1",211.856,22.5354997,91.6979441,"KmPost","LRP215a"
"502","N1",211.946,"LRP215a",22.5347774,91.698333,"Culvert",NA,"N1",211.946,22.5347774,91.698333,"Culvert","LRP216"
"503","N1",212.856,"LRP216",22.5273049,91.7019444,"KmPost",NA,"N1",212.856,22.5273049,91.7019444,"KmPost","LRP216a"
"504","N1",213.813,"LRP216a",22.519416,91.7053611,"Bridge",NA,"N1",213.813,22.519416,91.7053611,"Bridge","LRP216b"
"505","N1",213.831,"LRP216b",22.5192654072289,91.7054032807229,"Bridge",NA,"N1",213.831,22.5192654072289,91.7054032807229,"Bridge","LRP217"
"506","N1",213.896,"LRP217",22.5187216,91.7055556,"KmPost",NA,"N1",213.896,22.5187216,91.7055556,"KmPost","LRP217a"
"507","N1",214.172,"LRP217a",22.5165556,91.7065833,"Bridge",NA,"N1",214.172,22.5165556,91.7065833,"Bridge","LRP217b"
"508","N1",214.217,"LRP217b",22.5161667,91.70675,"Bridge",NA,"N1",214.217,22.5161667,91.70675,"Bridge","LRP217c"
"509","N1",214.399,"LRP217c",22.5147222,91.7074444,"Culvert",NA,"N1",214.399,22.5147222,91.7074444,"Culvert","LRP217d"
"510","N1",214.593,"LRP217d",22.5131389,91.7080833,"Bridge",NA,"N1",214.593,22.5131389,91.7080833,"Bridge","LRP217e"
"511","N1",214.634,"LRP217e",22.5127778,91.7082222,"Bridge",NA,"N1",214.634,22.5127778,91.7082222,"Bridge","LRP218"
"512","N1",214.896,"LRP218",22.5106111,91.7090833,"KmPost",NA,"N1",214.896,22.5106111,91.7090833,"KmPost","LRP218a"
"513","N1",215.04,"LRP218a",22.5094444,91.7096389,"Bridge",NA,"N1",215.04,22.5094444,91.7096389,"Bridge","LRP218b"
"514","N1",215.052,"LRP218b",22.5093611,91.7096944,"Bridge",NA,"N1",215.052,22.5093611,91.7096944,"Bridge","LRP218c"
"515","N1",215.291,"LRP218c",22.5074444,91.7105556,"Bridge",NA,"N1",215.291,22.5074444,91.7105556,"Bridge","LRP218d"
"516","N1",215.309,"LRP218d",22.5073056,91.7106389,"Bridge",NA,"N1",215.309,22.5073056,91.7106389,"Bridge","LRP218e"
"517","N1",215.839,"LRP218e",22.503,91.7128056,"Culvert",NA,"N1",215.839,22.503,91.7128056,"Culvert","LRP219"
"518","N1",215.896,"LRP219",22.5025556,91.7130556,"KmPost",NA,"N1",215.896,22.5025556,91.7130556,"KmPost","LRP219a"
"519","N1",216.581,"LRP219a",22.4969163,91.7155556,"Bridge",NA,"N1",216.581,22.4969163,91.7155556,"Bridge","LRP219b"
"520","N1",216.6,"LRP219b",22.4968052,91.7156389,"Bridge",NA,"N1",216.6,22.4968052,91.7156389,"Bridge","LRP220"
"521","N1",216.896,"LRP220",22.494583,91.7170827,"KmPost",NA,"N1",216.896,22.494583,91.7170827,"KmPost","LRP220a"
"522","N1",217.783,"LRP220a",22.4869441,91.7192771,"Culvert",NA,"N1",217.783,22.4869441,91.7192771,"Culvert","LRP221"
"523","N1",217.957,"LRP221",22.4854163,91.7195549,"KmPost",NA,"N1",217.957,22.4854163,91.7195549,"KmPost","LRP221a"
"524","N1",218.254,"LRP221a",22.4828070657016,91.7200510024499,"Culvert",NA,"N1",218.254,22.4828070657016,91.7200510024499,"Culvert","LRP221b"
"525","N1",218.855,"LRP221b",22.4775271,91.7210549,"Bridge",NA,"N1",218.855,22.4775271,91.7210549,"Bridge","LRP221c"
"526","N1",218.88,"LRP221c",22.4773049,91.7211104,"Bridge",NA,"N1",218.88,22.4773049,91.7211104,"Bridge","LRP222"
"527","N1",218.969,"LRP222",22.4765271,91.7213327,"KmPost",NA,"N1",218.969,22.4765271,91.7213327,"KmPost","LRP222a"
"528","N1",219.852,"LRP222a",22.4694438,91.7250549,"Culvert",NA,"N1",219.852,22.4694438,91.7250549,"Culvert","LRP223"
"529","N1",219.988,"LRP223",22.468416,91.7255827,"KmPost",NA,"N1",219.988,22.468416,91.7255827,"KmPost","LRP224"
"530","N1",220.988,"LRP224",22.4603056,91.7295827,"KmPost",NA,"N1",220.988,22.4603056,91.7295827,"KmPost","LRP224a"
"531","N1",221.172,"LRP224a",22.4588333,91.7303604,"Bridge",NA,"N1",221.172,22.4588333,91.7303604,"Bridge","LRP224b"
"532","N1",221.198,"LRP224b",22.4586389,91.7304716,"Bridge",NA,"N1",221.198,22.4586389,91.7304716,"Bridge","LRP225"
"533","N1",222.006,"LRP225",22.4518235004425,91.7331283022124,"KmPost",NA,"N1",222.006,22.4518235004425,91.7331283022124,"KmPost","LRP226"
"534","N1",223.006,"LRP226",22.4433886,91.7364163,"KmPost",NA,"N1",223.006,22.4433886,91.7364163,"KmPost","LRP226a"
"535","N1",223.11,"LRP226a",22.4424997,91.7366663,"Bridge",NA,"N1",223.11,22.4424997,91.7366663,"Bridge","LRP226b"
"536","N1",223.141,"LRP226b",22.4422219,91.7367497,"Bridge",NA,"N1",223.141,22.4422219,91.7367497,"Bridge","LRP227"
"537","N1",224.066,"LRP227",22.4349719,91.7396941,"KmPost",NA,"N1",224.066,22.4349719,91.7396941,"KmPost","LRP227a"
"538","N1",224.203,"LRP227a",22.4333049,91.7403608,"Culvert",NA,"N1",224.203,22.4333049,91.7403608,"Culvert","LRP227b"
"539","N1",224.514,"LRP227b",22.4307493,91.7415274,"Bridge",NA,"N1",224.514,22.4307493,91.7415274,"Bridge","LRP227c"
"540","N1",224.557,"LRP227c",22.4304438,91.7417219,"Bridge",NA,"N1",224.557,22.4304438,91.7417219,"Bridge","LRP228"
"541","N1",225.006,"LRP228",22.4269716,91.7439997,"KmPost",NA,"N1",225.006,22.4269716,91.7439997,"KmPost","LRP229"
"542","N1",226.006,"LRP229",22.4198882,91.7497774,"KmPost",NA,"N1",226.006,22.4198882,91.7497774,"KmPost","LRP229a"
"543","N1",226.171,"LRP229a",22.4185549,91.7504722,"Bridge",NA,"N1",226.171,22.4185549,91.7504722,"Bridge","LRP229b"
"544","N1",226.209,"LRP229b",22.4182771,91.7506667,"Bridge",NA,"N1",226.209,22.4182771,91.7506667,"Bridge","LRP230"
"545","N1",227.006,"LRP230",22.4119167,91.7543611,"KmPost",NA,"N1",227.006,22.4119167,91.7543611,"KmPost","LRP230a"
"546","N1",227.206,"LRP230a",22.4101111,91.7544444,"Others",NA,"N1",227.206,22.4101111,91.7544444,"Others","LRP230b"
"547","N1",227.412,"LRP230b",22.4084167,91.7551389,"Culvert",NA,"N1",227.412,22.4084167,91.7551389,"Culvert","LRP230c"
"548","N1",227.414,"LRP230c",22.408399210101,91.755143576431,"Others",NA,"N1",227.414,22.408399210101,91.755143576431,"Others","LRP231"
"549","N1",228.006,"LRP231",22.4032222,91.7565278,"KmPost",NA,"N1",228.006,22.4032222,91.7565278,"KmPost","LRP231a"
"550","N1",228.406,"LRP231a",22.3996108,91.7573333,"SideRoad,Right",NA,"N1",228.406,22.3996108,91.7573333,"SideRoad,Right","LRP231b"
"551","N1",228.51,"LRP231b",22.3988608,91.7576667,"Bridge",NA,"N1",228.51,22.3988608,91.7576667,"Bridge","LRP231c"
"552","N1",228.517,"LRP231c",22.3988052,91.7576667,"Bridge",NA,"N1",228.517,22.3988052,91.7576667,"Bridge","LRP232"
"553","N1",229.006,"LRP232",22.3944997,91.7586944,"KmPost",NA,"N1",229.006,22.3944997,91.7586944,"KmPost","LRP232a"
"554","N1",229.065,"LRP232a",22.3937774,91.7588056,"SideRoad,Right",NA,"N1",229.065,22.3937774,91.7588056,"SideRoad,Right","LRP232b"
"555","N1",229.282,"LRP232b",22.3921108,91.75925,"Culvert",NA,"N1",229.282,22.3921108,91.75925,"Culvert","LRP232c"
"556","N1",229.633,"LRP232c",22.3892497,91.7605,"Bridge",NA,"N1",229.633,22.3892497,91.7605,"Bridge","LRP232d"
"557","N1",229.692,"LRP232d",22.3887497,91.7607222,"Bridge",NA,"N1",229.692,22.3887497,91.7607222,"Bridge","LRP233"
"558","N1",230.006,"LRP233",22.3861663,91.7618333,"KmPost",NA,"N1",230.006,22.3861663,91.7618333,"KmPost","LRP233a"
"559","N1",230.631,"LRP233a",22.3815271,91.7652222,"Culvert",NA,"N1",230.631,22.3815271,91.7652222,"Culvert","LRP234"
"560","N1",231.006,"LRP234",22.379166,91.7675827,"KmPost",NA,"N1",231.006,22.379166,91.7675827,"KmPost","LRP234a"
"561","N1",231.442,"LRP234a",22.3764716,91.770416,"Bridge",NA,"N1",231.442,22.3764716,91.770416,"Bridge","LRP234b"
"562","N1",231.461,"LRP234b",22.3762254893617,91.7705432663121,"Bridge",NA,"N1",231.461,22.3762254893617,91.7705432663121,"Bridge","LRP235"
"563","N1",232.006,"LRP235",22.369166,91.7741938,"KmPost",NA,"N1",232.006,22.369166,91.7741938,"KmPost","LRP235a"
"564","N1",232.561,"LRP235a",22.3691382,91.777666,"Others",NA,"N1",232.561,22.3691382,91.777666,"Others","LRP235b"
"565","N1",232.754,"LRP235b",22.3586667,91.7822771,"Others",NA,"N1",232.754,22.3586667,91.7822771,"Others","LRP244b"
"566","N1",241.063,"LRP244b",22.3644444,91.8511111,"Others",NA,"N1",241.063,22.3644444,91.8511111,"Others","LRP245"
"567","N1",241.456,"LRP245",22.3646111,91.8508333,"KmPost",NA,"N1",241.456,22.3646111,91.8508333,"KmPost","LRP245a"
"568","N1",241.625,"LRP245a",22.3632778,91.8514722,"Culvert",NA,"N1",241.625,22.3632778,91.8514722,"Culvert","LRP246"
"569","N1",242.456,"LRP246",22.3561111,91.8531667,"KmPost",NA,"N1",242.456,22.3561111,91.8531667,"KmPost","LRP246a"
"570","N1",242.527,"LRP246a",22.3555,91.8530833,"Bridge",NA,"N1",242.527,22.3555,91.8530833,"Bridge","LRP246b"
"571","N1",242.541,"LRP246b",22.3553889,91.8530556,"Bridge",NA,"N1",242.541,22.3553889,91.8530556,"Bridge","LRP247"
"572","N1",243.456,"LRP247",22.3473886,91.8519444,"KmPost",NA,"N1",243.456,22.3473886,91.8519444,"KmPost","LRP247a"
"573","N1",244.005,"LRP247a",22.3427219,91.8531389,"Bridge",NA,"N1",244.005,22.3427219,91.8531389,"Bridge","LRP247b"
"574","N1",244.049,"LRP247b",22.3423608,91.8530833,"Bridge",NA,"N1",244.049,22.3423608,91.8530833,"Bridge","LRP248"
"575","N1",244.456,"LRP248",22.3387497,91.8534722,"KmPost",NA,"N1",244.456,22.3387497,91.8534722,"KmPost","LRP248a"
"576","N1",244.508,"LRP248a",22.3383624876289,91.853695585567,"Bridge",NA,"N1",244.508,22.3383624876289,91.853695585567,"Bridge","LRP248b"
"577","N1",244.553,"LRP248b",22.3380274,91.8538889,"Bridge",NA,"N1",244.553,22.3380274,91.8538889,"Bridge","LRP248c"
"578","N1",244.633,"LRP248c",22.3373886,91.8542778,"Bridge",NA,"N1",244.633,22.3373886,91.8542778,"Bridge","LRP248d"
"579","N1",244.68,"LRP248d",22.3370274,91.8545278,"Bridge",NA,"N1",244.68,22.3370274,91.8545278,"Bridge","LRP249"
"580","N1",245.456,"LRP249",22.3314716,91.8515556,"KmPost",NA,"N1",245.456,22.3314716,91.8515556,"KmPost","LRP249a"
"581","N1",245.665,"LRP249a",22.3297493,91.8521111,"Bridge",NA,"N1",245.665,22.3297493,91.8521111,"Bridge","LRP250"
"582","N1",246.456,"LRP250",22.3228327,91.8535556,"KmPost",NA,"N1",246.456,22.3228327,91.8535556,"KmPost","LRP250a"
"583","N1",246.634,"LRP250a",22.3212771,91.8536111,"Bridge",NA,"N1",246.634,22.3212771,91.8536111,"Bridge","LRP250b"
"584","N1",247.336,"LRP250b",22.3153611,91.8553056,"Bridge",NA,"N1",247.336,22.3153611,91.8553056,"Bridge","LRP250c"
"585","N1",247.352,"LRP250c",22.3152222,91.8553333,"Bridge",NA,"N1",247.352,22.3152222,91.8553333,"Bridge","LRP251"
"586","N1",247.397,"LRP251",22.3148889,91.8553889,"KmPost",NA,"N1",247.397,22.3148889,91.8553889,"KmPost","LRP251a"
"587","N1",247.893,"LRP251a",22.3108333,91.8570278,"SideRoad,Right / SideRoad,Right",NA,"N1",247.893,22.3108333,91.8570278,"SideRoad,Right / SideRoad,Right","LRP251b"
"588","N1",247.923,"LRP251b",22.3106111,91.8570833,"SideRoad,Left",NA,"N1",247.923,22.3106111,91.8570833,"SideRoad,Left","LRP251c"
"589","N1",248.25,"LRP251c",22.30825,91.8589722,"Culvert",NA,"N1",248.25,22.30825,91.8589722,"Culvert","LRP252"
"590","N1",248.397,"LRP252",22.3071944,91.8598611,"KmPost",NA,"N1",248.397,22.3071944,91.8598611,"KmPost","LRP252a"
"591","N1",248.797,"LRP252a",22.3043056,91.8621667,"Culvert",NA,"N1",248.797,22.3043056,91.8621667,"Culvert","LRP252b"
"592","N1",249.106,"LRP252b",22.3021667,91.8639444,"Culvert",NA,"N1",249.106,22.3021667,91.8639444,"Culvert","LRP253"
"593","N1",249.399,"LRP253",22.2998886,91.8655833,"KmPost",NA,"N1",249.399,22.2998886,91.8655833,"KmPost","LRP253a"
"594","N1",249.967,"LRP253a",22.2950274,91.8671938,"Culvert",NA,"N1",249.967,22.2950274,91.8671938,"Culvert","LRP254"
"595","N1",250.394,"LRP254",22.2919441,91.8693327,"KmPost",NA,"N1",250.394,22.2919441,91.8693327,"KmPost","LRP254a"
"596","N1",250.445,"LRP254a",22.2916663,91.8696382,"SideRoad,Right",NA,"N1",250.445,22.2916663,91.8696382,"SideRoad,Right","LRP254b"
"597","N1",250.615,"LRP254b",22.2916108,91.8711382,"Culvert",NA,"N1",250.615,22.2916108,91.8711382,"Culvert","LRP254c"
"598","N1",251.062,"LRP254c",22.293583,91.8748604,"Culvert",NA,"N1",251.062,22.293583,91.8748604,"Culvert","LRP254d"
"599","N1",251.324,"LRP254d",22.2946386,91.8770827,"Bridge",NA,"N1",251.324,22.2946386,91.8770827,"Bridge","LRP255"
"600","N1",251.391,"LRP255",22.2949163,91.877666,"KmPost",NA,"N1",251.391,22.2949163,91.877666,"KmPost","LRP255a"
"601","N1",251.445,"LRP255a",22.2951108,91.8781104,"Bridge",NA,"N1",251.445,22.2951108,91.8781104,"Bridge","LRP255b"
"602","N1",251.708,"LRP255b",22.2983886,91.885583,"Culvert",NA,"N1",251.708,22.2983886,91.885583,"Culvert","LRP256"
"603","N1",252.397,"LRP256",22.2985552,91.886333,"KmPost",NA,"N1",252.397,22.2985552,91.886333,"KmPost","LRP256a"
"604","N1",252.956,"LRP256a",22.3,91.8915552,"SideRoad,Right",NA,"N1",252.956,22.3,91.8915552,"SideRoad,Right","LRP257"
"605","N1",253.397,"LRP257",22.3005833,91.892833,"KmPost",NA,"N1",253.397,22.3005833,91.892833,"KmPost","LRP257a"
"606","N1",253.57,"LRP257a",22.3015833,91.897333,"Culvert",NA,"N1",253.57,22.3015833,91.897333,"Culvert","LRP258"
"607","N1",254.024,"LRP258",22.3027222,91.9015556,"KmPost",NA,"N1",254.024,22.3027222,91.9015556,"KmPost","LRP258a"
"608","N1",254.127,"LRP258a",22.3029722,91.9025,"Culvert",NA,"N1",254.127,22.3029722,91.9025,"Culvert","LRP259"
"609","N1",254.999,"LRP259",22.3053611,91.9106389,"KmPost",NA,"N1",254.999,22.3053611,91.9106389,"KmPost","LRP259a"
"610","N1",255.302,"LRP259a",22.3070556,91.9128056,"Culvert",NA,"N1",255.302,22.3070556,91.9128056,"Culvert","LRP259b"
"611","N1",255.726,"LRP259b",22.3096944,91.91575,"CrossRoad",NA,"N1",255.726,22.3096944,91.91575,"CrossRoad","LRP260"
"612","N1",255.999,"LRP260",22.3114167,91.9176382,"KmPost",NA,"N1",255.999,22.3114167,91.9176382,"KmPost","LRP260a"
"613","N1",256.167,"LRP260a",22.3124722,91.9188327,"Culvert",NA,"N1",256.167,22.3124722,91.9188327,"Culvert","LRP260b"
"614","N1",256.688,"LRP260b",22.3156389,91.9224993,"Culvert",NA,"N1",256.688,22.3156389,91.9224993,"Culvert","LRP260c"
"615","N1",256.809,"LRP260c",22.3158889,91.9235827,"SideRoad,Left",NA,"N1",256.809,22.3158889,91.9235827,"SideRoad,Left","LRP261"
"616","N1",256.999,"LRP261",22.3155556,91.9253882,"KmPost",NA,"N1",256.999,22.3155556,91.9253882,"KmPost","LRP261a"
"617","N1",257.749,"LRP261a",22.3137778,91.9322216,"Culvert",NA,"N1",257.749,22.3137778,91.9322216,"Culvert","LRP262"
"618","N1",257.999,"LRP262",22.31375,91.9345274,"KmPost",NA,"N1",257.999,22.31375,91.9345274,"KmPost","LRP263"
"619","N1",258.999,"LRP263",22.3136389,91.9438886,"KmPost",NA,"N1",258.999,22.3136389,91.9438886,"KmPost","LRP263a"
"620","N1",259.617,"LRP263a",22.3098611,91.9477219,"Culvert",NA,"N1",259.617,22.3098611,91.9477219,"Culvert","LRP264"
"621","N1",260.01,"LRP264",22.3067222,91.9491941,"KmPost",NA,"N1",260.01,22.3067222,91.9491941,"KmPost","LRP265"
"622","N1",261.01,"LRP265",22.3025,91.9553889,"KmPost",NA,"N1",261.01,22.3025,91.9553889,"KmPost","LRP265a"
"623","N1",261.936,"LRP265a",22.3010278,91.9641667,"Bridge",NA,"N1",261.936,22.3010278,91.9641667,"Bridge","LRP265b"
"624","N1",261.988,"LRP265b",22.3009444,91.9646667,"Bridge",NA,"N1",261.988,22.3009444,91.9646667,"Bridge","LRP266"
"625","N1",262.01,"LRP266",22.3009167,91.9648889,"KmPost",NA,"N1",262.01,22.3009167,91.9648889,"KmPost","LRP267"
"626","N1",263.01,"LRP267",22.2979441,91.973916,"KmPost",NA,"N1",263.01,22.2979441,91.973916,"KmPost","LRP267a"
"627","N1",263.578,"LRP267a",22.2956941,91.9787493,"Culvert",NA,"N1",263.578,22.2956941,91.9787493,"Culvert","LRP267b"
"628","N1",263.744,"LRP267b",22.295333,91.9803049,"SideRoad,Left",NA,"N1",263.744,22.295333,91.9803049,"SideRoad,Left","LRP268"
"629","N1",264.01,"LRP268",22.2934997,91.9816382,"KmPost",NA,"N1",264.01,22.2934997,91.9816382,"KmPost","LRP268a"
"630","N1",264.07,"LRP268a",22.2933608,91.9821104,"SideRoad,Left",NA,"N1",264.07,22.2933608,91.9821104,"SideRoad,Left","LRP268b"
"631","N1",264.216,"LRP268b",22.292083,91.9822493,"Culvert",NA,"N1",264.216,22.292083,91.9822493,"Culvert","LRP268c"
"632","N1",264.237,"LRP268c",22.291833,91.9823327,"SideRoad,Right",NA,"N1",264.237,22.291833,91.9823327,"SideRoad,Right","LRP269"
"633","N1",265.01,"LRP269",22.2878052,91.9883886,"KmPost",NA,"N1",265.01,22.2878052,91.9883886,"KmPost","LRP269a"
"634","N1",265.313,"LRP269a",22.286583,91.9911108,"Bridge",NA,"N1",265.313,22.286583,91.9911108,"Bridge","LRP269b"
"635","N1",265.385,"LRP269b",22.2863052,91.991583,"Bridge",NA,"N1",265.385,22.2863052,91.991583,"Bridge","LRP269c"
"636","N1",265.41,"LRP269c",22.2862497,91.9916941,"SideRoad,Right",NA,"N1",265.41,22.2862497,91.9916941,"SideRoad,Right","LRP270"
"637","N1",266.01,"LRP270",22.2836386,91.9967497,"KmPost",NA,"N1",266.01,22.2836386,91.9967497,"KmPost","LRP270a"
