"","road.road","chainage.road","lrp","lat.road","lon.road","type.road","condition","road.bridge","chainage.bridge","lat.bridge","lon.bridge","type.bridge","destination"
"1367",NA,30.908,"LRP031a",23.55919103,90.65574757,NA,"A","N1",30.936,23.5590278,90.6559444,"SideRoad,Right","LRP032a"
"1368",NA,31.472,"LRP032a",23.55570829,90.65974142,NA,"A","N1",32.025,23.5523333,90.6636667,"Culvert","LRP032a"
"1369",NA,31.472,"LRP032a",23.55570829,90.65974142,NA,"A","N1",32.025,23.5523333,90.6636667,"Culvert","LRP032a"
"1370",NA,31.472,"LRP032a",23.55570829,90.65974142,NA,"A","N1",32.025,23.5523333,90.6636667,"Culvert","LRP033a"
"1371",NA,32.777,"LRP033a",23.54773774,90.66905541,NA,"A","N1",32.831,23.5474163,90.6694438,"Bridge","LRP033b"
"1372",NA,32.796,"LRP033b",23.54762464,90.66919207,NA,"A","N1",32.908,23.5469441,90.6699993,"Bridge","LRP035a"
"1373",NA,35.181,"LRP035a",23.53277519,90.68587011,NA,"A","N1",34.641,23.536083,90.6821382,"Bridge","LRP036a"
"1374",NA,35.408,"LRP036a",23.53139966,90.68744893,NA,"A","N1",36.271,23.529916,90.6952219,"Bridge","LRP068a"
"1375",NA,68.04,"LRP068a",23.49327281,90.98872004,NA,"A","N1",67.42,23.4951386,90.9829993,"Culvert","LRP077a"
"1376",NA,76.481,"LRP077a",23.48061309,91.06740977,NA,"A","N1",75.589,23.4815271,91.0590278,"SideRoad,Left","LRP083a"
"1377",NA,82.437,"LRP083a",23.47940839,91.12389208,NA,"A","N1",81.801,23.4789438,91.1177216,"Culvert","LRP088a"
"1378",NA,87.713,"LRP088a",23.44363396,91.14936682,NA,"A","N1",85.897,23.459,91.142333,"CrossRoad","LRP098a"
"1379",NA,97.257,"LRP098a",23.39765182,91.22342213,NA,"A","N1",95.193,23.4100278,91.2090833,"Culvert","LRP101a"
"1380",NA,100.938,"LRP101a",23.37136478,91.24501754,NA,"A","N1",98.183,23.3914441,91.2293049,"Culvert","LRP101a"
"1381",NA,100.938,"LRP101a",23.37136478,91.24501754,NA,"A","N1",98.183,23.3914441,91.2293049,"Culvert","LRP105a"
"1382",NA,104.753,"LRP105a",23.34267147,91.26448564,NA,"A","N1",102.614,23.3586389,91.25325,"Bridge","LRP111a"
"1383",NA,110.551,"LRP111a",23.29796753,91.29101414,NA,"A","N1",108.518,23.3149444,91.2844719,"Bridge","LRP112a"
"1384",NA,111.509,"LRP112a",23.28970664,91.29295847,NA,"A","N1",109.795,23.30425,91.288583,"Culvert","LRP119a"
"1385",NA,118.049,"LRP119a",23.23607595,91.3129902,NA,"A","N1",116.422,23.249833,91.3091944,"Culvert","LRP120b"
"1386",NA,119.628,"LRP120b",23.2220339,91.31370059,NA,"A","N1",118.228,23.2344997,91.3131667,"Culvert","LRP122a"
"1387",NA,121.567,"LRP122a",23.20503863,91.31631673,NA,"A","N1",119.698,23.221416,91.3137222,"SideRoad,Right","LRP123a"
"1388",NA,122.603,"LRP123a",23.1961888,91.31767051,NA,"A","N1",120.966,23.2103056,91.3157222,"Culvert","LRP127a"
"1389",NA,126.448,"LRP127a",23.16351387,91.32158895,NA,"A","N1",124.862,23.1773604,91.3198049,"Culvert","LRP134a"
"1390",NA,133.155,"LRP134a",23.10742845,91.34004954,NA,"A","N1",131.625,23.1193049,91.3329993,"Culvert","LRP136a"
"1391",NA,134.974,"LRP136a",23.09302984,91.34783084,NA,"A","N1",132.728,23.1108056,91.3381386,"Culvert","LRP137a"
"1392",NA,136.375,"LRP137a",23.08199095,91.35418115,NA,"A","N1",134.021,23.1005833,91.3437774,"Culvert","LRP142a"
"1393",NA,141.531,"LRP142a",23.03797281,91.36567847,NA,"A","N1",138.869,23.0614722,91.3616667,"SideRoad,Right","LRP143a"
"1394",NA,142.793,"LRP143a",23.02698012,91.36550048,NA,"A","N1",140.251,23.0479441,91.3651389,"CrossRoad","LRP145a"
"1395",NA,144.939,"LRP145a",23.01240484,91.37797961,NA,"A","N1",142.507,23.029416,91.3656389,"Culvert","LRP148a"
"1396",NA,147.296,"LRP148a",22.99924876,91.3957752,NA,"A","N1",145.409,23.0095556,91.3813604,"CrossRoad / KmPost","LRP169a"
"1397",NA,167.963,"LRP169a",22.8916386,91.5354719,NA,"A","N1",166.427,22.9046667,91.5314438,"Culvert","LRP172b"
"1398",NA,171.728,"LRP172b",22.85948479,91.54548,NA,"A","N1",169.878,22.875166,91.5407219,"Culvert","LRP173a"
"1399",NA,172.122,"LRP173a",22.85605657,91.54571887,NA,"A","N1",170.125,22.8731382,91.5414441,"Culvert","LRP173b"
"1400",NA,172.23,"LRP173b",22.85514753,91.54582218,NA,"A","N1",170.681,22.868416,91.5431663,"Culvert","LRP174a"
"1401",NA,172.969,"LRP174a",22.84861728,91.54637061,NA,"A","N1",171.539,22.8611177231076,91.5451258450199,"Culvert","LRP174b"
"1402",NA,173.35,"LRP174b",22.84539149,91.54746892,NA,"A","N1",171.716,22.8595833,91.5454719,"Culvert","LRP175a"
"1403",NA,173.859,"LRP175a",22.84109433,91.5488097,NA,"A","N1",172.128,22.856,91.5457219,"Culvert","LRP175b"
"1404",NA,174.804,"LRP175b",22.83274677,91.5501035,NA,"A","N1",172.241,22.8550556,91.545833,"Culvert","LRP176a"
"1405",NA,175.013,"LRP176a",22.83096134,91.55050285,NA,"A","N1",172.98,22.8485274,91.5463886,"Bridge","LRP181a"
"1406",NA,179.363,"LRP181a",22.79418135,91.56296126,NA,"A","N1",178.118,22.8045833,91.5591111,"Culvert","LRP184a"
"1407",NA,182.318,"LRP184a",22.77025167,91.57509052,NA,"A","N1",180.978,22.7811382,91.5696382,"Bridge","LRP185a"
"1408",NA,183.296,"LRP185a",22.76306269,91.58045388,NA,"A","N1",182.432,22.7693604,91.5756104,"Culvert","LRP186a"
"1409",NA,184.654,"LRP186a",22.75356532,91.58860042,NA,"A","N1",183.416,22.7621944,91.5811382,"Culvert","LRP187a"
"1410",NA,185.058,"LRP187a",22.75063935,91.59088404,NA,"A","N1",184.783,22.7526389,91.5893608,"Bridge","LRP190a"
"1411",NA,188.35,"LRP190a",22.72331676,91.60243314,NA,"A","N1",186.975,22.7349163,91.5979719,"Culvert","LRP191a"
"1412",NA,189.058,"LRP191a",22.71782439,91.60576233,NA,"A","N1",188.502,22.7221104,91.6030833,"Culvert","LRP193a"
"1413",NA,191.107,"LRP193a",22.7018165,91.61497346,NA,"A","N1",189.769,22.7124167,91.6090556,"Culvert","LRP194a"
"1414",NA,192.408,"LRP194a",22.69125171,91.62016906,NA,"A","N1",190.581,22.706,91.6126944,"Culvert","LRP195a"
"1415",NA,192.95,"LRP195a",22.68686976,91.62203858,NA,"A","N1",192.308,22.6919719,91.6198604,"Culvert","LRP196a"
"1416",NA,194.149,"LRP196a",22.6769773,91.62681695,NA,"A","N1",192.622,22.689583,91.6208327,"Culvert","LRP197a"
"1417",NA,194.998,"LRP197a",22.66995944,91.62935317,NA,"A","N1",194.153,22.6769438,91.6268327,"Culvert","LRP197b"
"1418",NA,195.501,"LRP197b",22.6657839,91.63112936,NA,"A","N1",194.384,22.6751382,91.6274438,"Culvert","LRP198a"
"1419",NA,196.038,"LRP198a",22.66159568,91.63352574,NA,"A","N1",194.603,22.6733049,91.6280827,"SideRoad,Left","LRP199a"
"1420",NA,196.925,"LRP199a",22.65471243,91.63792618,NA,"A","N1",195.748,22.6638333,91.6321382,"Culvert","LRP199b"
"1421",NA,197.39,"LRP199b",22.65107095,91.64003412,NA,"A","N1",196.288,22.6596667,91.6347219,"Culvert","LRP201a"
"1422",NA,199.279,"LRP201a",22.63609659,91.64820924,NA,"A","N1",197.654,22.6489997,91.6411108,"Culvert","LRP201b"
"1423",NA,199.502,"LRP201b",22.63432857,91.64920773,NA,"A","N1",198.117,22.6452774,91.6430552,"Culvert","LRP202a"
"1424",NA,200.277,"LRP202a",22.62816664,91.65275783,NA,"A","N1",199.561,22.6338608,91.6494719,"Culvert","LRP203a"
"1425",NA,200.918,"LRP203a",22.62304617,91.65546725,NA,"A","N1",199.783,22.6320271,91.6503889,"Culvert","LRP203b"
"1426",NA,201.52,"LRP203b",22.61775635,91.65805894,NA,"A","N1",200.565,22.625916,91.6541389,"Culvert","LRP204a"
"1427",NA,201.999,"LRP204a",22.61498997,91.66026705,NA,"A","N1",200.867,22.6234716,91.6553056,"Culvert","LRP204a"
"1428",NA,201.999,"LRP204a",22.61498997,91.66026705,NA,"A","N1",200.867,22.6234716,91.6553056,"Culvert","LRP205a"
"1429",NA,202.435,"LRP205a",22.61175567,91.66256867,NA,"A","N1",201.743,22.6168604,91.6588611,"Culvert","LRP206a"
"1430",NA,203.457,"LRP206a",22.60383944,91.66737456,NA,"A","N1",202.799,22.6088889,91.6641111,"Culvert","LRP207a"
"1431",NA,204.765,"LRP207a",22.59388818,91.67388894,NA,"A","N1",203.881,22.601,91.6692771,"Culvert","LRP209a"
"1432",NA,206.866,"LRP209a",22.57679302,91.68162274,NA,"A","N1",206.033,22.5836663,91.6784716,"Bridge","LRP210a"
"1433",NA,207.64,"LRP210a",22.57029059,91.68400967,NA,"A","N1",207.293,22.5731938,91.6830827,"Bridge","LRP210b"
"1434",NA,207.913,"LRP210b",22.56799681,91.68468666,NA,"A","N1",207.311,22.5730549,91.6831938,"Bridge","LRP211a"
"1435",NA,209.024,"LRP211a",22.55852109,91.68750624,NA,"A","N1",208.094,22.5664722,91.6851663,"Culvert","LRP213a"
"1436",NA,210.476,"LRP213a",22.54677272,91.69262606,NA,"A","N1",209.999,22.5503056,91.6902774,"Bridge","LRP213b"
"1437",NA,210.776,"LRP213b",22.54448978,91.69413108,NA,"A","N1",210.03,22.5501667,91.6903886,"Bridge","LRP214a"
"1438",NA,211.433,"LRP214a",22.53903002,91.69654527,NA,"A","N1",210.974,22.5428608,91.6950274,"Culvert","LRP215a"
"1439",NA,212.483,"LRP215a",22.5303678,91.70046412,NA,"A","N1",211.946,22.5347774,91.698333,"Culvert","LRP217a"
"1440",NA,214.807,"LRP217a",22.51134712,91.70879079,NA,"A","N1",214.172,22.5165556,91.7065833,"Bridge","LRP218a"
"1441",NA,215.467,"LRP218a",22.50602204,91.71128482,NA,"A","N1",215.04,22.5094444,91.7096389,"Bridge","LRP218b"
"1442",NA,216.196,"LRP218b",22.50008583,91.71415049,NA,"A","N1",215.052,22.5093611,91.7096944,"Bridge","LRP220a"
"1443",NA,217.942,"LRP220a",22.48554801,91.71953095,NA,"A","N1",217.783,22.4869441,91.7192771,"Culvert","LRP221a"
"1444",NA,219.427,"LRP221a",22.47285309,91.72326335,NA,"A","N1",218.254,22.4828070657016,91.7200510024499,"Culvert","LRP224a"
"1445",NA,222.357,"LRP224a",22.44886285,91.73428239,NA,"A","N1",221.172,22.4588333,91.7303604,"Bridge","LRP226a"
"1446",NA,223.743,"LRP226a",22.43750352,91.73866595,NA,"A","N1",223.11,22.4424997,91.7366663,"Bridge","LRP226b"
"1447",NA,224.053,"LRP226b",22.43507379,91.73965272,NA,"A","N1",223.141,22.4422219,91.7367497,"Bridge","LRP230a"
"1448",NA,228.029,"LRP230a",22.40301454,91.75657412,NA,"A","N1",227.206,22.4101111,91.7544444,"Others","LRP231a"
"1449",NA,228.797,"LRP231a",22.39633988,91.75825516,NA,"A","N1",228.406,22.3996108,91.7573333,"SideRoad,Right","LRP231b"
"1450",NA,229.203,"LRP231b",22.39271753,91.75908821,NA,"A","N1",228.51,22.3988608,91.7576667,"Bridge","LRP232a"
"1451",NA,230.13,"LRP232a",22.38524588,91.76250566,NA,"A","N1",229.065,22.3937774,91.7588056,"SideRoad,Right","LRP233a"
"1452",NA,230.921,"LRP233a",22.37970118,91.76704765,NA,"A","N1",230.631,22.3815271,91.7652222,"Culvert","LRP234a"
"1453",NA,231.966,"LRP234a",22.36968413,91.77392587,NA,"A","N1",231.442,22.3764716,91.770416,"Bridge","LRP245a"
"1454",NA,250.215,"LRP245a",22.29323663,91.86843607,NA,"A","N1",241.625,22.3632778,91.8514722,"Culvert","LRP246a"
"1455",NA,250.841,"LRP246a",22.29260793,91.87302012,NA,"A","N1",242.527,22.3555,91.8530833,"Bridge","LRP246b"
"1456",NA,251.281,"LRP246b",22.29446535,91.87671797,NA,"A","N1",242.541,22.3553889,91.8530556,"Bridge","LRP247a"
"1457",NA,251.538,"LRP247a",22.29626987,91.8807528,NA,"A","N1",244.005,22.3427219,91.8531389,"Bridge","LRP250a"
"1458",NA,254.333,"LRP250a",22.30353655,91.90442272,NA,"A","N1",246.634,22.3212771,91.8536111,"Bridge","LRP251a"
"1459",NA,255.505,"LRP251a",22.30831899,91.9142153,NA,"A","N1",247.893,22.3108333,91.8570278,"SideRoad,Right / SideRoad,Right","LRP252a"
"1460",NA,256.378,"LRP252a",22.31375468,91.92031764,NA,"A","N1",248.797,22.3043056,91.8621667,"Culvert","LRP253a"
"1461",NA,257.94,"LRP253a",22.31375656,91.93398323,NA,"A","N1",249.967,22.2950274,91.8671938,"Culvert","LRP255a"
"1462",NA,259.795,"LRP255a",22.30843941,91.9483887,NA,"A","N1",251.445,22.2951108,91.8781104,"Bridge","LRP260a"
"1463",NA,264.369,"LRP260a",22.2911452,91.98336683,NA,"A","N1",256.167,22.3124722,91.9188327,"Culvert","LRP265a"
"1464",NA,269.721,"LRP265a",22.25493748,92.01030213,NA,"A","N1",261.936,22.3010278,91.9641667,"Bridge","LRP265b"
"1465",NA,269.99,"LRP265b",22.25311996,92.01197187,NA,"A","N1",261.988,22.3009444,91.9646667,"Bridge","LRP267a"
"1466",NA,270.642,"LRP267a",22.24871301,92.0158341,NA,"A","N1",263.578,22.2956941,91.9787493,"Culvert","LRP268a"
"1467",NA,271.89,"LRP268a",22.24038616,92.02179183,NA,"A","N1",264.07,22.2933608,91.9821104,"SideRoad,Left","LRP268b"
"1468",NA,272.356,"LRP268b",22.23663455,92.02326475,NA,"A","N1",264.216,22.292083,91.9822493,"Culvert","LRP270a"
"1469",NA,273.878,"LRP270a",22.22227199,92.0273786,NA,"A","N1",266.28,22.2820549,91.9986663,"Culvert","LRP271a"
"1470",NA,274.66,"LRP271a",22.21558735,92.02902304,NA,"A","N1",267.419,22.2745827,92.0053056,"Culvert","LRP283a"
"1471",NA,286.631,"LRP283a",22.1277338,92.07100123,NA,"A","N1",280.16,22.1750827,92.0528611,"Culvert","LRP283a"
"1472",NA,286.631,"LRP283a",22.1277338,92.07100123,NA,"A","N1",280.16,22.1750827,92.0528611,"Culvert","LRP286b"
"1473",NA,289.889,"LRP286b",22.09827857,92.07480042,NA,"A","N1",283.071,22.1580556,92.0686104,"Bridge","LRP287a"
"1474",NA,290.719,"LRP287a",22.0935775,92.0805048,NA,"A","N1",284.003,22.1509722,92.0696938,"Bridge","LRP289a"
"1475",NA,293.134,"LRP289a",22.08052061,92.09848553,NA,"A","N1",285.472,22.1379163,92.0698882,"Culvert","LRP291a"
"1476",NA,294.534,"LRP291a",22.06956008,92.10427542,NA,"A","N1",287.064,22.123666,92.0716382,"Culvert","LRP292a"
"1477",NA,295.625,"LRP292a",22.06088615,92.10773337,NA,"A","N1",288.336,22.1133056,92.0726938,"Culvert","LRP293a"
"1478",NA,296.647,"LRP293a",22.05192964,92.10906139,NA,"A","N1",289.612,22.1021667,92.0740549,"SideRoad,Left","LRP293c"
"1479",NA,297.034,"LRP293c",22.04837132,92.10819385,NA,"A","N1",289.974,22.0977497,92.0750271,"SideRoad,Right","LRP294a"
"1480",NA,297.569,"LRP294a",22.04409626,92.10706295,NA,"A","N1",290.616,22.0942219,92.0798604,"Culvert","LRP296a"
"1481",NA,299.756,"LRP296a",22.02600455,92.10269674,NA,"A","N1",292.34,22.0844441,92.0924997,"Culvert","LRP298a"
"1482",NA,302.237,"LRP298a",22.00782005,92.09277658,NA,"A","N1",294.462,22.0699438,92.1038333,"Bridge","LRP299a"
"1483",NA,302.729,"LRP299a",22.00417261,92.09056863,NA,"A","N1",295.238,22.0641667,92.107,"Bridge","LRP299c"
"1484",NA,303.237,"LRP299c",22.00042964,92.08831938,NA,"A","N1",295.663,22.0605556,92.1078056,"Culvert","LRP300a"
"1485",NA,303.782,"LRP300a",21.99583596,92.08745891,NA,"A","N1",296.095,22.0568611,92.1090833,"Culvert","LRP300b"
"1486",NA,303.793,"LRP300b",21.995741,92.08744606,NA,"A","N1",296.61,22.0522778,92.1091111,"Culvert","LRP301a"
"1487",NA,304.449,"LRP301a",21.99028024,92.08568597,NA,"A","N1",297.002,22.0486386,92.1082222,"Culvert","LRP301b"
"1488",NA,304.857,"LRP301b",21.98704087,92.08399437,NA,"A","N1",297.441,22.0449719,92.1078333,"SideRoad,Left","LRP302a"
"1489",NA,305.527,"LRP302a",21.98190404,92.08077333,NA,"A","N1",298.367,22.0379163,92.104,"Culvert","LRP303a"
"1490",NA,307.229,"LRP303a",21.9738684,92.06832048,NA,"A","N1",299.031,22.0320827,92.1041667,"Culvert","LRP305a"
"1491",NA,308.652,"LRP305a",21.96221386,92.06331688,NA,"A","N1",300.396,22.0205549,92.1015,"Culvert","LRP305a"
"1492",NA,308.652,"LRP305a",21.96221386,92.06331688,NA,"A","N1",300.396,22.0205549,92.1015,"Culvert","LRP306a"
"1493",NA,309.355,"LRP306a",21.95803216,92.06639328,NA,"A","N1",302.249,22.0077222,92.0927497,"Culvert","LRP307a"
"1494",NA,310.723,"LRP307a",21.94539937,92.06692866,NA,"A","N1",302.763,22.0039167,92.0904163,"Culvert","LRP308a"
"1495",NA,311.886,"LRP308a",21.93602902,92.06254272,NA,"A","N1",303.866,21.9951108,92.0873608,"Culvert","LRP308b"
"1496",NA,312.138,"LRP308b",21.93394544,92.06166615,NA,"A","N1",303.883,21.9950552,92.0872774,"Culvert","LRP309a"
"1497",NA,312.354,"LRP309a",21.93230867,92.06080096,NA,"A","N1",304.556,21.9893886,92.085333,"Culvert","LRP309b"
"1498",NA,312.609,"LRP309b",21.93038125,92.05968404,NA,"A","N1",304.962,21.9862219,92.0835274,"Bridge","LRP310a"
"1499",NA,313.947,"LRP310a",21.91791196,92.0597363,NA,"A","N1",305.64,21.9811104,92.0800271,"Bridge","LRP310b"
"1500",NA,314.144,"LRP310b",21.91675917,92.05998993,NA,"A","N1",305.665,21.9810549,92.0799438,"Bridge","LRP313b"
"1501",NA,317.001,"LRP313b",21.89102365,92.05970108,NA,"A","N1",308.687,21.9618611,92.0634444,"Bridge","LRP314a"
"1502",NA,318.11,"LRP314a",21.88122152,92.05900154,NA,"A","N1",309.496,21.9569167,92.0673327,"Culvert","LRP315a"
"1503",NA,318.796,"LRP315a",21.87511974,92.05910984,NA,"A","N1",310.802,21.9446663,92.0668049,"Culvert","LRP316a"
"1504",NA,320.189,"LRP316a",21.86283514,92.05948487,NA,"A","N1",311.956,21.9354441,92.0623056,"Culvert","LRP317a"
"1505",NA,320.513,"LRP317a",21.85997258,92.06019071,NA,"A","N1",312.444,21.931666,92.0603611,"Culvert","LRP318a"
"1506",NA,321.305,"LRP318a",21.85292879,92.06095762,NA,"A","N1",313.966,21.9177216,92.0597778,"Culvert","LRP318b"
"1507",NA,321.536,"LRP318b",21.85085953,92.06094913,NA,"A","N1",314.269,21.9160833,92.0601389,"Culvert","LRP319a"
"1508",NA,322.5,"LRP319a",21.84297007,92.06359846,NA,"A","N1",314.639,21.9128611,92.0606667,"Culvert","LRP319b"
"1509",NA,322.823,"LRP319b",21.84039357,92.06493255,NA,"A","N1",315.15,21.9083889,92.0605278,"Culvert","LRP320a"
"1510",NA,323.619,"LRP320a",21.83410332,92.06827359,NA,"A","N1",315.728,21.9031667,92.0611667,"SideRoad,Left","LRP321a"
"1511",NA,324.331,"LRP321a",21.82802582,92.07130355,NA,"A","N1",316.356,21.896467933011,92.0610868457182,"SideRoad,Right","LRP321b"
"1512",NA,324.607,"LRP321b",21.82578318,92.07234663,NA,"A","N1",317.017,21.8908886,92.0596667,"Culvert","LRP322a"
"1513",NA,325.49,"LRP322a",21.81816926,92.07394424,NA,"A","N1",318.132,21.8810271,92.0589722,"Culvert","LRP325a"
"1514",NA,329.084,"LRP325a",21.78785401,92.07885401,NA,"A","N1",320.542,21.8597222,92.0602778,"Bridge","LRP327a"
"1515",NA,330.931,"LRP327a",21.77353392,92.08391447,NA,"A","N1",322.553,21.842583,92.0638611,"Culvert","LRP333a"
"1516",NA,337.019,"LRP333a",21.72407393,92.08354415,NA,"A","N1",329.137,21.7873886,92.0788882,"Culvert","LRP335a"
"1517",NA,338.859,"LRP335a",21.70925138,92.08067506,NA,"A","N1",330.454,21.7776382,92.0843886,"Culvert","LRP336a"
"1518",NA,339.648,"LRP336a",21.70283004,92.07864563,NA,"A","N1",331.326,21.7711938,92.0816382,"Bridge","LRP339a"
"1519",NA,342.77,"LRP339a",21.67627929,92.07680747,NA,"A","N1",335.297,21.7392497,92.0828604,"Culvert","LRP340a"
"1520",NA,344.209,"LRP340a",21.66294044,92.07507165,NA,"A","N1",335.489,21.7376386,92.0834719,"Culvert","LRP341a"
"1521",NA,344.531,"LRP341a",21.6600543,92.07510257,NA,"A","N1",337.147,21.7229438,92.0834719,"Culvert","LRP347a"
"1522",NA,350.674,"LRP347a",21.60651897,92.06230707,NA,"A","N1",342.944,21.6747493,92.0766104,"Bridge","LRP347b"
"1523",NA,350.99,"LRP347b",21.60517531,92.06211981,NA,"A","N1",343.006,21.6742216,92.0765549,"Bridge","LRP348a"
"1524",NA,351.628,"LRP348a",21.59859353,92.06180124,NA,"A","N1",343.559,21.6688327,92.0759438,"SideRoad,Left","LRP348b"
"1525",NA,352.064,"LRP348b",21.5960737,92.06140954,NA,"A","N1",344.325,21.6618889,92.074916,"Culvert","LRP349a"
"1526",NA,352.641,"LRP349a",21.58943097,92.06303135,NA,"A","N1",344.644,21.6590556,92.0751382,"Bridge","LRP350a"
"1527",NA,353.694,"LRP350a",21.58307413,92.06571585,NA,"A","N1",345.721,21.6497219,92.0733049,"Bridge","LRP353a"
"1528",NA,356.517,"LRP353a",21.56030426,92.0691476,NA,"A","N1",349.279,21.6213604,92.0724438,"Culvert","LRP354a"
"1529",NA,357.264,"LRP354a",21.55542561,92.06795032,NA,"A","N1",349.944,21.617166,92.0679993,"Bridge","LRP354a"
"1530",NA,357.264,"LRP354a",21.55542561,92.06795032,NA,"A","N1",349.944,21.617166,92.0679993,"Bridge","LRP357a"
"1531",NA,360.345,"LRP357a",21.52552974,92.06532522,NA,"A","N1",352.368,21.5937988401961,92.0616187098039,"Culvert","LRP358a"
"1532",NA,361.751,"LRP358a",21.51374197,92.06934089,NA,"A","N1",353.298,21.5861941,92.0650278,"Culvert","LRP358b"
"1533",NA,362.168,"LRP358b",21.5104397,92.07086066,NA,"A","N1",353.466,21.584833,92.0652222,"Culvert","LRP359a"
"1534",NA,362.691,"LRP359a",21.50650693,92.07330264,NA,"A","N1",354.326,21.5769993,92.0697216,"Culvert","LRP360a"
"1535",NA,364.056,"LRP360a",21.49575349,92.07767859,NA,"A","N1",355.861,21.564,92.0702493,"Culvert","LRP367a"
"1536",NA,370.799,"LRP367a",21.45055694,92.09946814,NA,"A","N1",362.42,21.5083889,92.0717493,"Culvert","LRP368a"
"1537",NA,371.64,"LRP368a",21.44338656,92.10126788,NA,"A","N1",363.819,21.4974719,92.0765549,"Culvert","LRP369a"
"1538",NA,372.43,"LRP369a",21.43720096,92.09836727,NA,"A","N1",363.956,21.4964441,92.077166,"Culvert","LRP371a"
"1539",NA,374.655,"LRP371a",21.42710638,92.08402582,NA,"A","N1",366.121,21.4851386,92.091333,"Culvert","LRP372a"
"1540",NA,375.416,"LRP372a",21.4264716,92.0767771,NA,"A","N1",367.179,21.4767771,92.0957497,"Culvert","LRP373a"
"1541",NA,376.931,"LRP373a",21.427176,92.06344319,NA,"A","N1",367.972,21.4712216,92.0998886,"Bridge","LRP373b"
"1542",NA,377.189,"LRP373b",21.42730894,92.06106567,NA,"A","N1",368.031,21.4708049,92.1002222,"Bridge","LRP375a"
"1543",NA,378.492,"LRP375a",21.4275245,92.04864822,NA,"A","N1",370.281,21.4545,92.10075,"Culvert","LRP375a"
"1544",NA,378.492,"LRP375a",21.4275245,92.04864822,NA,"A","N1",370.281,21.4545,92.10075,"Culvert","LRP376a"
"1545",NA,379.504,"LRP376a",21.4297884,92.03959457,NA,"A","N1",370.982,21.4494719,92.0995274,"SideRoad,Left","LRP377a"
"1546",NA,380.346,"LRP377a",21.42940336,92.03188875,NA,"A","N1",372.389,21.4375552,92.0984997,"Culvert","LRP380a"
"1547",NA,383.632,"LRP380a",21.41425993,92.03867369,NA,"A","N1",375.032,21.4267771,92.0804716,"Culvert","LRP382a"
"1548",NA,385.614,"LRP382a",21.40883992,92.05502381,NA,"A","N1",376.951,21.4270827,92.0632778,"Culvert","LRP382b"
"1549",NA,385.78,"LRP382b",21.40795741,92.05601249,NA,"A","N1",377.214,21.4273327,92.0608333,"Culvert","LRP383a"
"1550",NA,386.494,"LRP383a",21.40414992,92.0618387,NA,"A","N1",378.05,21.4280549,92.0529444,"Culvert","LRP383b"
"1551",NA,386.968,"LRP383b",21.40200937,92.06474063,NA,"A","N1",378.513,21.4274993,92.0484441,"Bridge","LRP384a"
"1552",NA,387.843,"LRP384a",21.39501442,92.06758841,NA,"A","N1",379.037,21.4295549,92.044083,"Culvert","LRP386a"
"1553",NA,389.538,"LRP386a",21.38084224,92.07099827,NA,"A","N1",380.803,21.4298882,92.0279716,"Culvert","LRP386c"
"1554",NA,389.724,"LRP386c",21.3793128,92.07049139,NA,"A","N1",381.481,21.4258604,92.023166,"SideRoad,Right","LRP387a"
"1555",NA,390.506,"LRP387a",21.37453724,92.07406151,NA,"A","N1",382.076,21.4225549,92.0274438,"Culvert","LRP387b"
"1556",NA,390.595,"LRP387b",21.37438002,92.07486174,NA,"A","N1",382.147,21.4220827,92.0278604,"Culvert","LRP388a"
"1557",NA,391.521,"LRP388a",21.36864522,92.0800515,NA,"A","N1",382.739,21.4191104,92.032416,"Culvert","LRP389a"
"1558",NA,392.526,"LRP389a",21.3604702,92.08015261,NA,"A","N1",383.74,21.4135833,92.0393886,"Culvert","LRP389b"
"1559",NA,392.619,"LRP389b",21.35972779,92.07980254,NA,"A","N1",384.107,21.4120556,92.039583,"Culvert","LRP389d"
"1560",NA,393.038,"LRP389d",21.3562553,92.0790827,NA,"A","N1",384.327,21.4111667,92.0441108,"Bridge","LRP390a"
"1561",NA,393.764,"LRP390a",21.3500252,92.07843429,NA,"A","N1",384.79,21.41025,92.0480552,"Culvert","LRP391a"
"1562",NA,394.681,"LRP391a",21.34208932,92.07885388,NA,"A","N1",385.778,21.4079722,92.056,"Culvert","LRP398a"
"1563",NA,401.752,"LRP398a",21.2887748,92.09995497,NA,"A","N1",392.933,21.3571944,92.0791104,"Culvert","LRP398d"
"1564",NA,402.323,"LRP398d",21.28373823,92.10055463,NA,"A","N1",393.459,21.3526667,92.0783327,"Culvert","LRP400a"
"1565",NA,403.495,"LRP400a",21.27400579,92.10442234,NA,"A","N1",395.14,21.3381941,92.078916,"Culvert","LRP400b"
"1566",NA,403.509,"LRP400b",21.27389217,92.10447857,NA,"A","N1",395.797,21.3324716,92.0790827,"Culvert","LRP402b"
"1567",NA,405.969,"LRP402b",21.25862422,92.12071798,NA,"A","N1",397.141,21.3238049,92.0857219,"Bridge","LRP402c"
"1568",NA,406.218,"LRP402c",21.2570551,92.1224165,NA,"A","N1",397.651,21.3207493,92.0893052,"Culvert","LRP403a"
"1569",NA,406.517,"LRP403a",21.25520644,92.12438721,NA,"A","N1",398.103,21.3179438,92.0921663,"Bridge","LRP410a"
"1570",NA,413.66,"LRP410a",21.21601159,92.16366416,NA,"A","N1",405.058,21.2639722,92.1141944,"Bridge","LRP410b"
